token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP069	0	sul	sul	linguistic	none	_	Begin=0.0	_	_	_	_
0-1	PKP069	0	lago	lago	linguistic	none	_	_	_	_	_	_
0-2	PKP069	0	di	di	linguistic	none	_	_	_	_	_	_
0-3	PKP069	0	garda	garda	linguistic	none	_	End=0.98	_	_	_	_
1-0	PKP063	1	bello	bello	linguistic	none	_	Begin=1.09|End=1.939	_	_	_	_
2-0	PKP069	2	bellissimo	bellissimo	linguistic	none	_	Begin=2.45	_	_	_	_
2-1	PKP069	2	con	con	linguistic	none	_	_	_	_	_	_
2-2	PKP069	2	le	le	linguistic	none	_	_	_	_	_	_
2-3	PKP069	2	mie:	mie	linguistic	none	_	_	2x1	_	_	_
2-4	PKP069	2	e::h	eh	linguistic	none	_	_	0x2	_	_	_
2-5	PKP069	2	con	con	linguistic	none	_	_	_	_	_	_
2-6	PKP069	2	due	due	linguistic	none	_	_	_	_	_	_
2-7	PKP069	2	mie:	mie	linguistic	none	_	_	2x1	_	_	_
2-8	PKP069	2	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
2-9	PKP069	2	carissime	carissime	linguistic	none	_	_	_	_	_	_
2-10	PKP069	2	e	e	linguistic	none	_	_	_	_	_	_
2-11	PKP069	2	vecchissime	vecchissime	linguistic	none	_	_	_	_	_	_
2-12	PKP069	2	a[miche	amiche	linguistic	none	_	_	_	_	_	1-6(0)
2-13	PKP069	2	che	che	linguistic	none	_	_	_	_	_	0-3(0)
2-14	PKP069	2	erano	erano	linguistic	none	_	_	_	_	_	0-5(0)
2-15	PKP069	2	le]	le	linguistic	none	_	_	_	_	_	0-2(0)
2-16	PKP069	2	mie	mie	linguistic	none	_	_	_	_	_	_
2-17	PKP069	2	coinquiline	coinquiline	linguistic	none	_	_	_	_	_	_
2-18	PKP069	2	all'	all'	linguistic	none	SpaceAfter=No	_	_	_	_	_
2-19	PKP069	2	università	università	linguistic	none	_	End=10.69	_	_	_	_
3-0	PKP063	3	[grazie]	grazie	linguistic	none	_	Begin=8.59|End=9.181	_	_	_	0-6(0)
4-0	PKP063	4	da:~	da~	linguistic	none	Interrupted=Yes	Begin=10.68	1x1	_	_	_
4-1	PKP063	4	a	a	linguistic	none	_	_	_	_	_	_
4-2	PKP063	4	trieste	trieste	linguistic	none	_	End=11.971	_	_	_	_
5-0	PKP069	5	a	a	linguistic	none	_	Begin=11.985	_	_	_	_
5-1	PKP069	5	gori[zia	gorizia	linguistic	none	_	_	_	_	_	4-7(2)
5-2	PKP069	5	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	0-3(2)
5-3	PKP069	5	esattam]ente	esattamente	linguistic	none	_	End=13.74	_	_	_	0-7(2)
6-0	PKP063	6	[a:h	ah	linguistic	none	_	Begin=12.622	0x1	_	_	0-2(2)
6-1	PKP063	6	a	a	linguistic	none	_	_	_	_	_	0-1(2)
6-2	PKP063	6	gorizia]	gorizia	linguistic	none	_	End=13.441	_	_	_	0-7(2)
7-0	PKP069	7	e	e	linguistic	none	_	Begin=14.48	_	_	_	_
7-1	PKP069	7	praticamente	praticamente	linguistic	none	_	_	_	_	_	_
7-2	PKP069	7	loro	loro	linguistic	none	_	_	_	_	_	_
7-3	PKP069	7	di	di	linguistic	none	_	_	_	_	_	_
7-4	PKP069	7	queste	queste	linguistic	none	_	_	_	_	_	_
