token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP063	0	ma	ma	linguistic	none	_	Begin=1.41	_	_	_	_
0-1	PKP063	0	quindi	quindi	linguistic	none	_	_	_	_	_	_
0-2	PKP063	0	sta	sta	linguistic	none	_	_	_	_	_	_
0-3	PKP063	0	lobosciatalgia:	lobosciatalgia	linguistic	none	_	_	13x1	_	_	_
0-4	PKP063	0	cioè	cioè	linguistic	none	_	_	_	_	_	_
0-5	PKP063	0	do(ve)	dove	linguistic	none	_	_	_	_	2-4(0)	_
0-6	PKP063	0	gli	gli	linguistic	none	_	_	_	_	_	_
0-7	PKP063	0	ha	ha	linguistic	none	_	_	_	_	_	_
0-8	PKP063	0	preso	preso	linguistic	none	_	_	_	_	_	_
0-9	PKP063	0	la	la	linguistic	none	_	_	_	_	_	_
0-10	PKP063	0	schiena	schiena	linguistic	none	_	_	_	_	_	_
0-11	PKP063	0	alta	alta	linguistic	none	_	_	_	_	_	_
0-12	PKP063	0	bassa:	bassa	linguistic	none	_	End=5.796	4x1	_	_	_
1-0	PKP066	1	da~	da~	linguistic	none	Interrupted=Yes	Begin=5.82	_	_	_	_
1-1	PKP066	1	dalla	dalla	linguistic	none	_	_	_	_	_	_
1-2	PKP066	1	schiena,	schiena	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
1-3	PKP066	1	[era]	era	linguistic	none	_	_	_	_	_	0-3(0)
1-4	PKP066	1	qualche	qualche	linguistic	none	_	_	_	_	_	_
1-5	PKP066	1	giorno	giorno	linguistic	none	_	_	_	_	_	_
1-6	PKP066	1	che	che	linguistic	none	_	_	_	_	_	_
1-7	PKP066	1	glie	glie	linguistic	none	_	_	_	_	_	_
1-8	PKP066	1	faceva	faceva	linguistic	none	_	_	_	_	_	_
1-9	PKP066	1	male	male	linguistic	none	_	_	_	_	_	_
1-10	PKP066	1	dice	dice	linguistic	none	_	_	_	_	_	_
1-11	PKP066	1	ho	ho	linguistic	none	_	_	_	_	_	_
1-12	PKP066	1	fatto	fatto	linguistic	none	_	_	_	_	_	_
1-13	PKP066	1	qualche	qualche	linguistic	none	_	_	_	_	_	_
1-14	PKP066	1	sforzo	sforzo	linguistic	none	_	_	_	_	_	_
1-15	PKP066	1	se	se	linguistic	none	_	_	_	_	_	_
1-16	PKP066	1	vede	vede	linguistic	none	_	_	_	_	_	_
1-17	PKP066	1	qua	qua	linguistic	none	_	_	_	_	_	_
1-18	PKP066	1	la	la	linguistic	none	_	_	_	_	_	_
1-19	PKP066	1	schiena	schiena	linguistic	none	_	_	_	_	_	_
1-20	PKP066	1	(a)ndando	andando	linguistic	none	_	_	_	_	0-1(0)	_
1-21	PKP066	1	giù	giù	linguistic	none	_	_	_	_	_	_
1-22	PKP066	1	giù	giù	linguistic	none	_	_	_	_	_	_
1-23	PKP066	1	pe(r)	per	linguistic	none	_	_	_	_	2-3(1)	_
1-24	PKP066	1	la	la	linguistic	none	_	_	_	_	_	_
1-25	PKP066	1	gamba	gamba	linguistic	none	_	End=13.529	_	_	_	_
2-0	PKP063	2	[mhmh]	mhmh	linguistic	none	_	Begin=7.18|End=7.52	_	_	_	0-4(0)
3-0	PKP063	3	[mh]	mh	linguistic	none	_	Begin=13.84|End=14.313	_	_	_	0-2(1)
4-0	PKP066	4	#[pe]rò	però	linguistic	some	_	Begin=13.86	_	_	_	1-3(1)
4-1	PKP066	4	ehm:	ehm	linguistic	some	_	_	2x1	_	_	_
4-2	PKP066	4	glie	glie	linguistic	some	_	_	_	_	_	_
4-3	PKP066	4	faceva	faceva	linguistic	some	_	_	_	_	_	_
4-4	PKP066	4	male	male	linguistic	some	_	_	_	_	_	_
4-5	PKP066	4	ma	ma	linguistic	some	_	_	_	_	_	_
4-6	PKP066	4	resisteva	resisteva	linguistic	some	_	_	_	_	_	_
4-7	PKP066	4	è	è	linguistic	some	_	_	_	_	_	_
4-8	PKP066	4	rivado	rivado	linguistic	some	_	_	_	_	_	_
4-9	PKP066	4	a	a	linguistic	some	_	_	_	_	_	_
4-10	PKP066	4	un	un	linguistic	some	_	_	_	_	_	_
4-11	PKP066	4	punto	punto	linguistic	some	_	_	_	_	_	_
4-12	PKP066	4	che:	che	linguistic	some	_	_	2x1	_	_	_
4-13	PKP066	4	venerdì	venerdì	linguistic	some	_	_	_	_	_	_
4-14	PKP066	4	madina?	madina	linguistic	some	Intonation=Rising	_	_	_	_	_
4-15	PKP066	4	o	o	linguistic	some	_	_	_	_	_	_
4-16	PKP066	4	giovedì	giovedì	linguistic	some	_	_	_	_	_	_
4-17	PKP066	4	e	e	linguistic	some	_	_	_	_	_	_
4-18	PKP066	4	madina	madina	linguistic	some	_	_	_	_	_	_
4-19	PKP066	4	no	no	linguistic	some	_	_	_	_	_	_
4-20	PKP066	4	quan(d)'	quand'	linguistic	some	SpaceAfter=No	_	_	_	4-5(0)	_
4-21	PKP066	4	è	è	linguistic	some	_	_	_	_	_	_
4-22	PKP066	4	st[ato]	stato	linguistic	some	_	End=21.037	_	_	_	1-5(2)
5-0	PKP063	5	[ma]	ma	linguistic	none	_	Begin=20.403|End=20.972	_	_	_	0-2(2)
6-0	PKP066	6	#eh	eh	linguistic	some	_	Begin=21.18	_	_	_	_
6-1	PKP066	6	eh	eh	linguistic	some	_	_	_	_	_	_
6-2	PKP066	6	s'	s'	linguistic	some	SpaceAfter=No	_	_	_	_	_
6-3	PKP066	6	è	è	linguistic	some	_	_	_	_	_	_
6-4	PKP066	6	alzato	alzato	linguistic	some	_	_	_	_	_	_
6-5	PKP066	6	pe	pe	linguistic	some	_	_	_	_	_	_
6-6	PKP066	6	gi'	gi'	linguistic	some	Truncated=Yes	_	_	_	_	_
6-7	PKP066	6	a	a	linguistic	some	_	_	_	_	_	_
6-8	PKP066	6	fatiga'	fatiga'	linguistic	some	Truncated=Yes	_	_	_	_	_
6-9	PKP066	6	pe(r)	per	linguistic	some	_	_	_	_	1-3(0)	_
6-10	PKP066	6	poco	poco	linguistic	some	_	_	_	_	_	_
6-11	PKP066	6	che	che	linguistic	some	_	_	_	_	_	_
6-12	PKP066	6	n'	n'	linguistic	some	SpaceAfter=No	_	_	_	_	_
6-13	PKP066	6	è	è	linguistic	some	_	_	_	_	_	_
6-14	PKP066	6	cascato	cascato	linguistic	some	_	_	_	_	_	_
6-15	PKP066	6	perché	perché	linguistic	some	_	_	_	_	_	_
6-16	PKP066	6	non	non	linguistic	some	_	_	_	_	_	_
6-17	PKP066	6	lo	lo	linguistic	some	_	_	_	_	_	_
6-18	PKP066	6	reggeva	reggeva	linguistic	some	_	_	_	_	_	6-7(3)
6-19	PKP066	6	[proprio]	proprio	linguistic	some	_	End=24.97	_	_	_	0-6(3)
7-0	PKP063	7	[add]irittura:	addirittura	linguistic	none	_	Begin=24.538|End=25.505	10x1	_	_	0-3(3)
8-0	PKP066	8	eh	eh	linguistic	none	_	Begin=25.5	_	_	_	_
8-1	PKP066	8	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
8-2	PKP066	8	ma	ma	linguistic	none	_	_	_	_	_	_
8-3	PKP066	8	glie	glie	linguistic	none	_	_	_	_	_	_
8-4	PKP066	8	dole:va	doleva	linguistic	none	_	_	3x1	_	_	_
8-5	PKP066	8	(u)na	una	linguistic	none	_	_	_	_	0-1(0)	_
8-6	PKP066	8	cosa	cosa	linguistic	none	_	_	_	_	_	_
8-7	PKP066	8	e~	e~	linguistic	none	Interrupted=Yes	_	_	_	_	_
8-8	PKP066	8	esagerata	esagerata	linguistic	none	_	_	_	_	_	_
8-9	PKP066	8	ha	ha	linguistic	none	_	_	_	_	_	_
8-10	PKP066	8	telefonato	telefonato	linguistic	none	_	_	_	_	_	_
8-11	PKP066	8	subito	subito	linguistic	none	_	_	_	_	_	_
8-12	PKP066	8	(a)l	al	linguistic	none	_	_	_	_	0-1(1)	_
8-13	PKP066	8	dottore	dottore	linguistic	none	_	End=31.101	_	_	_	_
9-0	PKP063	9	#e:	e	linguistic	some	_	Begin=31.12	0x1	_	_	_
9-1	PKP063	9	la	la	linguistic	some	_	_	_	_	_	_
9-2	PKP063	9	messo	messo	linguistic	some	_	_	_	_	_	_
9-3	PKP063	9	n	n	linguistic	some	_	_	_	_	_	_
9-4	PKP063	9	maladia	maladia	linguistic	some	_	End=32.933	_	_	_	_
10-0	PKP066	10	sì	sì	linguistic	none	_	Begin=32.941|End=33.426	_	_	_	_
11-0	PKP066	11	eh	eh	linguistic	none	_	Begin=34.298	_	_	_	_
11-1	PKP066	11	sì	sì	linguistic	none	_	_	_	_	_	_
11-2	PKP066	11	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
11-3	PKP066	11	è:	è	linguistic	none	_	_	0x1	_	_	_
11-4	PKP066	11	in	in	linguistic	none	_	_	_	_	_	_
11-5	PKP066	11	malattia	malattia	linguistic	none	_	_	_	_	_	_
11-6	PKP066	11	fino	fino	linguistic	none	_	_	_	_	_	_
11-7	PKP066	11	a:	a	linguistic	none	_	_	0x1	_	_	_
11-8	PKP066	11	a	a	linguistic	none	_	End=37.742	_	_	_	_
12-0	PKP066	12	#fino	fino	linguistic	some	_	Begin=38.03	_	_	_	_
12-1	PKP066	12	a::	a	linguistic	some	_	_	0x2	_	_	_
12-2	PKP066	12	ehm::	ehm	linguistic	some	_	_	2x2	_	_	_
12-3	PKP066	12	lunedì	lunedì	linguistic	some	_	_	_	_	_	_
12-4	PKP066	12	fino	fino	linguistic	some	_	_	_	_	_	_
12-5	PKP066	12	a	a	linguistic	some	_	_	_	_	_	_
12-6	PKP066	12	martedì	martedì	linguistic	some	_	_	_	_	_	_
12-7	PKP066	12	martedì	martedì	linguistic	some	_	_	_	_	_	_
12-8	PKP066	12	me	me	linguistic	some	_	_	_	_	_	_
12-9	PKP066	12	pare	pare	linguistic	some	_	_	_	_	_	_
12-10	PKP066	12	che	che	linguistic	some	_	_	_	_	_	_
12-11	PKP066	12	va	va	linguistic	some	_	_	_	_	_	_
12-12	PKP066	12	a	a	linguistic	some	_	_	_	_	_	_
12-13	PKP066	12	fatiga'	fatiga'	linguistic	some	Truncated=Yes	End=43.968	_	_	_	_
13-0	PKP063	13	e	e	linguistic	none	_	Begin=44.32	_	_	_	_
13-1	PKP063	13	mo	mo	linguistic	none	_	_	_	_	_	_
13-2	PKP063	13	prende	prende	linguistic	none	_	_	_	_	_	_
13-3	PKP063	13	medicine:	medicine	linguistic	none	_	End=46.051	7x1	_	_	_
14-0	PKP066	14	ehm:	ehm	linguistic	none	_	Begin=46.07	2x1	_	_	_
14-1	PKP066	14	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
14-2	PKP066	14	[g]li	gli	linguistic	none	_	_	_	_	_	0-1(5)
14-3	PKP066	14	ha	ha	linguistic	none	_	_	_	_	_	_
14-4	PKP066	14	detto	detto	linguistic	none	_	_	_	_	_	_
14-5	PKP066	14	de	de	linguistic	none	_	_	_	_	_	_
14-6	PKP066	14	fa'	fa'	linguistic	none	Truncated=Yes	_	_	_	_	_
14-7	PKP066	14	le	le	linguistic	none	_	_	_	_	_	_
14-8	PKP066	14	punture	punture	linguistic	none	_	End=49.449	_	_	_	_
15-0	PKP063	15	[no]	no	linguistic	none	_	Begin=47.594|End=47.99	_	_	_	0-2(5)
16-0	PKP063	16	de	de	linguistic	none	_	Begin=49.497	_	_	_	_
16-1	PKP063	16	co(sa)	cosa	linguistic	none	_	_	_	_	2-4(0)	_
16-2	PKP063	16	de	de	linguistic	none	_	_	_	_	_	_
16-3	PKP063	16	penicilli[na]?	penicillina	linguistic	none	Intonation=Rising	End=50.87	_	_	_	9-11(6)
17-0	PKP066	17	[no]n	non	linguistic	none	_	Begin=50.678	_	_	_	0-2(6)
17-1	PKP066	17	lo	lo	linguistic	none	_	_	_	_	_	_
17-2	PKP066	17	so	so	linguistic	none	_	End=51.596	_	_	_	_
18-0	PKP066	18	gli	gli	linguistic	none	_	Begin=51.872	_	_	_	_
18-1	PKP066	18	ha	ha	linguistic	none	_	_	_	_	_	_
18-2	PKP066	18	detto	detto	linguistic	none	_	_	_	_	_	_
18-3	PKP066	18	queste	queste	linguistic	none	_	_	_	_	_	_
18-4	PKP066	18	è	è	linguistic	none	_	_	_	_	_	_
18-5	PKP066	18	le	le	linguistic	none	_	_	_	_	_	_
18-6	PKP066	18	punture	punture	linguistic	none	_	_	_	_	_	_
18-7	PKP066	18	te	te	linguistic	none	_	_	_	_	_	_
18-8	PKP066	18	sdolisce	sdolisce	linguistic	none	_	_	_	_	_	_
18-9	PKP066	18	subito	subito	linguistic	none	_	End=54.335	_	_	_	_
19-0	PKP063	19	sì	sì	linguistic	none	_	Begin=54.335|End=54.637	_	_	_	_
20-0	PKP066	20	#gli	gli	linguistic	some	_	Begin=54.64	_	_	_	_
20-1	PKP066	20	ha	ha	linguistic	some	_	_	_	_	_	_
20-2	PKP066	20	detto	detto	linguistic	some	_	_	_	_	_	_
20-3	PKP066	20	dice:	dice	linguistic	some	_	_	3x1	_	_	_
20-4	PKP066	20	ma	ma	linguistic	some	_	_	_	_	_	_
20-5	PKP066	20	io	io	linguistic	some	_	_	_	_	_	_
20-6	PKP066	20	adesso	adesso	linguistic	some	_	_	_	_	_	_
20-7	PKP066	20	non	non	linguistic	some	_	_	_	_	_	_
20-8	PKP066	20	so	so	linguistic	some	_	_	_	_	_	_
20-9	PKP066	20	manco	manco	linguistic	some	_	_	_	_	_	_
20-10	PKP066	20	a	a	linguistic	some	_	_	_	_	_	_
20-11	PKP066	20	chi	chi	linguistic	some	_	_	_	_	_	_
20-12	PKP066	20	chiappamme	chiappamme	linguistic	some	_	_	_	_	_	_
20-13	PKP066	20	pe(r)	per	linguistic	some	_	_	_	_	2-3(0)	_
20-14	PKP066	20	cosa'	cosa'	linguistic	some	Truncated=Yes	_	_	_	_	_
20-15	PKP066	20	dice	dice	linguistic	some	_	_	_	_	_	_
20-16	PKP066	20	n	n	linguistic	some	_	_	_	_	_	_
20-17	PKP066	20	ce	ce	linguistic	some	_	_	_	_	_	_
20-18	PKP066	20	sarebbe	sarebbe	linguistic	some	_	_	_	_	_	_
20-19	PKP066	20	a	a	linguistic	some	_	_	_	_	_	_
20-20	PKP066	20	pasticche	pasticche	linguistic	some	_	_	_	_	_	_
20-21	PKP066	20	qualcosa?	qualcosa	linguistic	some	Intonation=Rising	End=61.23	_	_	_	_
21-0	PKP063	21	m[h]	mh	linguistic	none	_	Begin=61.245|End=61.62	_	_	_	1-2(7)
