token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP033	0	no	no	linguistic	none	_	Begin=0.69	_	_	_	_
0-1	PKP033	0	ma	ma	linguistic	none	_	_	_	_	_	_
0-2	PKP033	0	io	io	linguistic	none	_	_	_	_	_	_
0-3	PKP033	0	mangio::	mangio	linguistic	none	_	End=1.742	5x2	_	_	_
1-0	PKP033	1	[le	le	linguistic	none	_	Begin=2.26	_	_	_	0-2(0)
1-1	PKP033	1	fave]	fave	linguistic	none	_	End=2.876	_	_	_	0-4(0)
2-0	PKP035	2	[xxx]	x	unknown	none	_	Begin=2.266|End=2.846	_	_	_	0-3(0)
3-0	PKP035	3	per[ché]	perché	linguistic	none	_	Begin=3.026|End=3.606	_	_	_	3-6(1)
4-0	PKP033	4	[n:~]	n~	linguistic	none	Interrupted=Yes	Begin=3.15	0x1	_	_	0-2(?)
4-1	PKP033	4	non	non	linguistic	none	_	_	_	_	_	_
4-2	PKP033	4	mi	mi	linguistic	none	_	_	_	_	_	_
4-3	PKP033	4	vanno	vanno	linguistic	none	_	End=4.374	_	_	_	_
5-0	PKP035	5	[un	un	linguistic	none	_	Begin=4.059	_	_	_	0-2(2)
5-1	PKP035	5	assa]ggino	assaggino	linguistic	none	_	End=4.679	_	_	_	0-4(2)
6-0	PKP033	6	non	non	linguistic	none	_	Begin=5.67	_	_	_	_
6-1	PKP033	6	mi	mi	linguistic	none	_	_	_	_	_	_
6-2	PKP033	6	stanno	stanno	linguistic	none	_	_	_	_	_	_
6-3	PKP033	6	[andando	andando	linguistic	none	_	_	_	_	_	0-7(3)
6-4	PKP033	6	molto]	molto	linguistic	none	_	End=7.11	_	_	_	0-5(3)
7-0	PKP035	7	[se	se	linguistic	none	_	Begin=6.237	_	_	_	0-2(3)
7-1	PKP035	7	la	la	linguistic	none	_	_	_	_	_	0-2(3)
7-2	PKP035	7	vuoi	vuoi	linguistic	none	_	_	_	_	_	0-4(3)
7-3	PKP035	7	col	col	linguistic	none	_	_	_	_	_	0-3(3)
7-4	PKP035	7	cucchia]io	cucchiaio	linguistic	none	_	_	_	_	_	0-7(3)
7-5	PKP035	7	te	te	linguistic	none	_	_	_	_	_	_
7-6	PKP035	7	la	la	linguistic	none	_	_	_	_	_	_
7-7	PKP035	7	metto	metto	linguistic	none	_	_	_	_	_	_
7-8	PKP035	7	lì	lì	linguistic	none	_	_	_	_	_	_
7-9	PKP035	7	se	se	linguistic	none	_	_	_	_	_	_
7-10	PKP035	7	[xx]	x	unknown	none	_	End=8.743	_	_	_	0-2(4)
8-0	PKP033	8	[no	no	linguistic	none	_	Begin=8.137	_	_	_	0-2(4)
8-1	PKP033	8	non	non	linguistic	none	_	_	_	_	_	0-3(4)
8-2	PKP033	8	mi	mi	linguistic	none	_	_	_	_	_	0-2(4)
8-3	PKP033	8	s]tanno	stanno	linguistic	none	_	_	_	_	_	0-1(4)
8-4	PKP033	8	andando	andando	linguistic	none	_	_	_	_	_	_
8-5	PKP033	8	[le	le	linguistic	none	_	_	_	_	_	0-2(5)
8-6	PKP033	8	lenticchie]	lenticchie	linguistic	none	_	End=10.165	_	_	_	0-10(5)
9-0	PKP034	9	[le	le	linguistic	none	_	Begin=9.517	_	_	_	0-2(5)
9-1	PKP034	9	lenticchie	lenticchie	linguistic	none	_	_	_	_	_	0-10(5)
9-2	PKP034	9	le	le	linguistic	none	_	_	_	_	_	0-2(5)
9-3	PKP034	9	ma]ngio	mangio	linguistic	none	_	_	_	_	_	0-2(5)
9-4	PKP034	9	io	io	linguistic	none	_	End=10.744	_	_	_	_
10-0	PKP035	10	e	e	linguistic	none	_	Begin=11.64	_	_	_	_
10-1	PKP035	10	anch'	anch'	linguistic	none	SpaceAfter=No	_	_	_	_	_
10-2	PKP035	10	io	io	linguistic	none	_	_	_	_	_	_
10-3	PKP035	10	un	un	linguistic	none	_	_	_	_	_	_
10-4	PKP035	10	po'	po'	linguistic	none	_	End=12.442	_	_	_	_
11-0	PKP034	11	xx	x	unknown	none	_	Begin=12.746	_	_	_	_
11-1	PKP034	11	xx	x	unknown	none	_	_	_	_	_	_
11-2	PKP034	11	xx	x	unknown	none	_	End=16.413	_	_	_	_
12-0	PKP034	12	la	la	linguistic	none	_	Begin=21.78	_	_	_	_
12-1	PKP034	12	frittata	frittata	linguistic	none	_	_	_	_	_	_
12-2	PKP034	12	normale,	normale	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
12-3	PKP034	12	come	come	linguistic	none	_	_	_	_	_	_
12-4	PKP034	12	la	la	linguistic	none	_	_	_	_	_	_
12-5	PKP034	12	vuoi	vuoi	linguistic	none	_	_	_	_	_	_
12-6	PKP034	12	xx	x	unknown	none	_	_	_	_	_	_
12-7	PKP034	12	[ah]	ah	linguistic	none	_	_	_	_	_	0-2(6)
12-8	PKP034	12	alessandra	alessandra	linguistic	none	_	_	_	_	_	_
12-9	PKP034	12	non	non	linguistic	none	_	_	_	_	_	_
12-10	PKP034	12	so	so	linguistic	none	_	End=24.91	_	_	_	_
13-0	PKP033	13	[eh]	eh	linguistic	none	_	Begin=23.516|End=23.782	_	_	_	0-2(6)
14-0	PKP034	14	°come	come	linguistic	none	Volume=Low	Begin=24.966	_	_	_	_
14-1	PKP034	14	vuoi°	vuoi	linguistic	none	Volume=Low	End=25.55	_	_	_	_
15-0	PKP033	15	fai	fai	linguistic	none	_	Begin=25.621	_	_	_	_
15-1	PKP033	15	come	come	linguistic	none	_	_	_	_	_	_
15-2	PKP033	15	se	se	linguistic	none	_	_	_	_	_	_
15-3	PKP033	15	io	io	linguistic	none	_	_	_	_	_	_
15-4	PKP033	15	non	non	linguistic	none	_	_	_	_	_	_
15-5	PKP033	15	ci	ci	linguistic	none	_	_	_	_	_	_
15-6	PKP033	15	fossi	fossi	linguistic	none	_	End=26.801	_	_	_	_
16-0	PKP034	16	io	io	linguistic	none	_	Begin=26.801	_	_	_	_
16-1	PKP034	16	la	la	linguistic	none	_	_	_	_	_	_
16-2	PKP034	16	le	le	linguistic	none	_	_	_	_	_	_
16-3	PKP034	16	devo	devo	linguistic	none	_	_	_	_	_	_
16-4	PKP034	16	fa'	fa'	linguistic	none	Truncated=Yes	_	_	_	_	_
16-5	PKP034	16	la	la	linguistic	none	_	_	_	_	_	_
16-6	PKP034	16	mantenuta	mantenuta	linguistic	none	_	End=29.036	_	_	_	_
17-0	PKP034	17	invece	invece	linguistic	none	_	Begin=30.301|End=30.982	_	_	_	_
18-0	PKP034	18	buttami	buttami	linguistic	none	_	Begin=31.339	_	_	_	_
18-1	PKP034	18	sta	sta	linguistic	none	_	_	_	_	_	_
18-2	PKP034	18	carne	carne	linguistic	none	_	_	_	_	_	_
18-3	PKP034	18	qua	qua	linguistic	none	_	End=32.601	_	_	_	_
19-0	PKP033	19	dammi	dammi	linguistic	none	_	Begin=32.68	_	_	_	_
19-1	PKP033	19	dammi	dammi	linguistic	none	_	End=33.364	_	_	_	_
20-0	PKP033	20	dammi	dammi	linguistic	none	_	Begin=34.486|End=34.956	_	_	_	_
21-0	PKP034	21	°xxxxxxxxx°	x	unknown	none	Volume=Low	Begin=35.532|End=38.77	_	_	_	_
22-0	PKP035	22	°xxx°	x	unknown	none	Volume=Low	Begin=37.258|End=38.111	_	_	_	_
23-0	PKP034	23	xxxxxxxx	x	unknown	none	_	Begin=39.571|End=43.369	_	_	_	_
24-0	PKP034	24	°eccola	eccola	linguistic	none	Volume=Low	Begin=45.913	_	_	_	_
24-1	PKP034	24	qua°	qua	linguistic	none	Volume=Low	End=46.813	_	_	_	_
25-0	PKP035	25	((canticchia))	((canticchia))	nonverbalbehavior	none	_	Begin=46.386|End=47.926	_	_	_	_
26-0	PKP034	26	qua	qua	linguistic	none	_	Begin=48.757	_	_	_	_
26-1	PKP034	26	siamo	siamo	linguistic	none	_	_	_	_	_	_
26-2	PKP034	26	a	a	linguistic	none	_	_	_	_	_	_
26-3	PKP034	26	posto	posto	linguistic	none	_	End=49.663	_	_	_	_
27-0	PKP034	27	°ecco	ecco	linguistic	none	Volume=Low	Begin=51.299	_	_	_	_
27-1	PKP034	27	qua°	qua	linguistic	none	Volume=Low	End=51.987	_	_	_	_
28-0	PKP035	28	xxx	x	unknown	none	_	Begin=52.431|End=53.235	_	_	_	_
29-0	PKP034	29	xxxxx	x	unknown	none	_	Begin=55.966|End=57.71	_	_	_	_
30-0	PKP033	30	è	è	linguistic	none	_	Begin=57.714	_	_	_	_
30-1	PKP033	30	caduto	caduto	linguistic	none	_	End=58.408	_	_	_	_
31-0	PKP034	31	°ti	ti	linguistic	none	Volume=Low	Begin=58.664	_	_	_	_
