token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP093	0	no	no	linguistic	none	_	Begin=1.02	_	_	_	_
0-1	PKP093	0	dai	dai	linguistic	none	_	_	_	_	_	_
0-2	PKP093	0	ci	ci	linguistic	none	_	_	_	_	_	_
0-3	PKP093	0	siamo	siamo	linguistic	none	_	End=1.782	_	_	_	_
1-0	PKP024	1	xx	x	unknown	none	_	Begin=4.88	_	_	_	_
1-1	PKP024	1	xx	x	unknown	none	_	_	_	_	_	_
1-2	PKP024	1	lo	lo	linguistic	none	_	_	_	_	_	_
1-3	PKP024	1	rimetto	rimetto	linguistic	none	_	_	_	_	_	_
1-4	PKP024	1	xx	x	unknown	none	_	End=6.466	_	_	_	_
2-0	PKP093	2	se	se	linguistic	none	_	Begin=7.347	_	_	_	_
2-1	PKP093	2	non	non	linguistic	none	_	_	_	_	_	_
2-2	PKP093	2	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
2-3	PKP093	2	è	è	linguistic	none	_	End=7.782	_	_	_	_
3-0	PKP093	3	sono	sono	linguistic	none	_	Begin=8.804	_	_	_	_
3-1	PKP093	3	avanzati	avanzati	linguistic	none	_	_	_	_	_	_
3-2	PKP093	3	i	i	linguistic	none	_	_	_	_	_	_
3-3	PKP093	3	peperoni?	peperoni	linguistic	none	Intonation=Rising	End=9.76	_	_	_	_
4-0	PKP024	4	sì	sì	linguistic	none	_	Begin=10.195	_	_	_	_
4-1	PKP024	4	un	un	linguistic	none	_	_	_	_	_	_
4-2	PKP024	4	pochini	pochini	linguistic	none	_	_	_	_	_	_
4-3	PKP024	4	sì	sì	linguistic	none	_	_	_	_	_	_
4-4	PKP024	4	li	li	linguistic	none	_	_	_	_	_	_
4-5	PKP024	4	ho	ho	linguistic	none	_	_	_	_	_	_
4-6	PKP024	4	fatti	fatti	linguistic	none	_	_	_	_	_	_
4-7	PKP024	4	in	in	linguistic	none	_	_	_	_	_	_
4-8	PKP024	4	xxx	x	unknown	none	_	End=11.78	_	_	_	_
5-0	PKP093	5	no	no	linguistic	none	_	Begin=12.391	_	_	_	_
5-1	PKP093	5	li	li	linguistic	none	_	_	_	_	_	_
5-2	PKP093	5	hai	hai	linguistic	none	_	_	_	_	_	_
5-3	PKP093	5	fatti	fatti	linguistic	none	_	_	_	_	_	_
5-4	PKP093	5	te	te	linguistic	none	_	End=13.152	_	_	_	_
6-0	PKP024	6	((ride))	((ride))	nonverbalbehavior	none	_	Begin=13.673	_	_	_	_
6-1	PKP024	6	siamo	siamo	linguistic	none	_	_	_	_	_	_
6-2	PKP024	6	in	in	linguistic	none	_	_	_	_	_	_
6-3	PKP024	6	due	due	linguistic	none	_	End=15.543	_	_	_	_
7-0	PKP093	7	ho	ho	linguistic	none	_	Begin=16.021	_	_	_	_
