token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP125	0	buon	buon	linguistic	none	_	Begin=4.62	_	_	_	_
0-1	PKP125	0	appeti:to:	appetito	linguistic	none	_	End=5.512	5x1,7x1	_	_	_
1-0	PKP128	1	buon	buon	linguistic	none	_	Begin=5.721	_	_	_	_
1-1	PKP128	1	appetito	appetito	linguistic	none	_	End=6.491	_	_	_	_
2-0	PKP125	2	m:h	mh	linguistic	none	_	Begin=7.548|End=7.843	0x1	_	_	_
3-0	PKP125	3	ops	ops	linguistic	none	_	Begin=10.554|End=11.017	_	_	_	_
4-0	PKP128	4	albe'	albe'	linguistic	none	Truncated=Yes	Begin=13.899	_	_	_	_
4-1	PKP128	4	sono	sono	linguistic	none	_	_	_	_	_	_
4-2	PKP128	4	buoni	buoni	linguistic	none	_	End=14.682	_	_	_	_
5-0	PKP125	5	sono	sono	linguistic	none	_	Begin=15.382	_	_	_	_
5-1	PKP125	5	buoni?	buoni	linguistic	none	Intonation=Rising	End=15.972	_	_	_	_
6-0	PKP128	6	sì	sì	linguistic	none	_	Begin=16.245|End=16.456	_	_	_	_
7-0	PKP125	7	mo	mo	linguistic	none	_	Begin=17.95	_	_	_	_
7-1	PKP125	7	li	li	linguistic	none	_	_	_	_	_	_
7-2	PKP125	7	assa:ggio	assaggio	linguistic	none	_	_	3x1	_	_	_
7-3	PKP125	7	eh	eh	linguistic	none	_	End=18.904	_	_	_	_
8-0	PKP128	8	mh	mh	linguistic	none	_	Begin=21.527|End=21.763	_	_	_	_
9-0	PKP128	9	mi	mi	linguistic	none	_	Begin=22.524	_	_	_	_
9-1	PKP128	9	passi	passi	linguistic	none	_	_	_	_	_	_
9-2	PKP128	9	il	il	linguistic	none	_	_	_	_	_	_
9-3	PKP128	9	parmigiano?	parmigiano	linguistic	none	Intonation=Rising	End=23.406	_	_	_	_
10-0	PKP125	10	mh	mh	linguistic	none	_	Begin=25.307	_	_	_	_
10-1	PKP125	10	m:h	mh	linguistic	none	_	End=25.763	0x1	_	_	_
11-0	PKP129	11	ti	ti	linguistic	none	_	Begin=27.62	_	_	_	_
11-1	PKP129	11	piacciono?	piacciono	linguistic	none	Intonation=Rising	End=28.258	_	_	_	_
12-0	PKP125	12	m:h	mh	linguistic	none	_	Begin=29.413|End=29.753	0x1	_	_	_
13-0	PKP125	13	>buonissimi<	buonissimi	linguistic	none	_	Begin=30.868|End=31.403	_	Fast=0-10	_	_
14-0	PKP129	14	(forse	forse	linguistic	none	_	Begin=37.791	_	_	0-5(0)	_
14-1	PKP129	14	dovevo:)	dovevo	linguistic	none	_	_	5x1	_	0-6(0)	_
14-2	PKP129	14	le	le	linguistic	none	_	_	_	_	_	_
14-3	PKP129	14	dovevo	dovevo	linguistic	none	_	_	_	_	_	_
14-4	PKP129	14	far	far	linguistic	none	_	_	_	_	_	_
14-5	PKP129	14	cuocere	cuocere	linguistic	none	_	_	_	_	_	_
14-6	PKP129	14	un	un	linguistic	none	_	_	_	_	_	_
14-7	PKP129	14	po'	po'	linguistic	none	_	_	_	_	_	_
14-8	PKP129	14	di	di	linguistic	none	_	_	_	_	_	_
14-9	PKP129	14	più	più	linguistic	none	_	End=39.724	_	_	_	_
15-0	PKP129	15	°no°?	no	linguistic	none	Intonation=Rising|Volume=Low	Begin=40.065|End=40.31	_	_	_	_
16-0	PKP125	16	no:	no	linguistic	none	_	Begin=40.495|End=40.926	1x1	_	_	_
17-0	PKP128	17	forse	forse	linguistic	none	_	Begin=41.269	_	_	_	_
17-1	PKP128	17	un	un	linguistic	none	_	_	_	_	_	_
17-2	PKP128	17	poco	poco	linguistic	none	_	_	_	_	_	_
17-3	PKP128	17	sì	sì	linguistic	none	_	End=42.054	_	_	_	_
18-0	PKP128	18	perché	perché	linguistic	none	_	Begin=42.547	_	_	_	_
18-1	PKP128	18	per	per	linguistic	none	_	_	_	_	_	_
18-2	PKP128	18	me	me	linguistic	none	_	_	_	_	_	_
18-3	PKP128	18	so'	so'	linguistic	none	Truncated=Yes	_	_	_	_	_
18-4	PKP128	18	un	un	linguistic	none	_	_	_	_	_	_
18-5	PKP128	18	po'	po'	linguistic	none	_	_	_	_	_	_
18-6	PKP128	18	dure:tti	duretti	linguistic	none	_	_	3x1	_	_	_
