token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP006	0	la	la	linguistic	none	_	Begin=0.44	_	_	_	_
0-1	PKP006	0	sorella	sorella	linguistic	none	_	End=1.221	_	_	_	_
1-0	PKP004	1	eh	eh	linguistic	none	_	Begin=1.79|End=2.064	_	_	_	_
2-0	PKP006	2	ogni	ogni	linguistic	none	_	Begin=2.483	_	_	_	_
2-1	PKP006	2	tanto	tanto	linguistic	none	_	_	_	_	_	_
2-2	PKP006	2	>si	si	linguistic	none	_	_	_	Fast=0-2	_	_
2-3	PKP006	2	faceva<	faceva	linguistic	none	_	_	_	Fast=0-6	_	_
2-4	PKP006	2	passare	passare	linguistic	none	_	_	_	_	_	_
2-5	PKP006	2	il	il	linguistic	none	_	_	_	_	_	_
2-6	PKP006	2	padre	padre	linguistic	none	_	End=4.568	_	_	_	_
3-0	PKP006	3	ora	ora	linguistic	none	_	Begin=4.604	_	_	_	_
3-1	PKP006	3	il	il	linguistic	none	_	_	_	_	_	_
3-2	PKP006	3	padre	padre	linguistic	none	_	_	_	_	_	_
3-3	PKP006	3	è	è	linguistic	none	_	_	_	_	_	_
3-4	PKP006	3	morto	morto	linguistic	none	_	_	_	_	_	_
3-5	PKP006	3	qualche	qualche	linguistic	none	_	_	_	_	_	_
3-6	PKP006	3	mese	mese	linguistic	none	_	_	_	_	_	_
3-7	PKP006	3	fa	fa	linguistic	none	_	End=6.827	_	_	_	_
4-0	PKP004	4	ho	ho	linguistic	none	_	Begin=7.338	_	_	_	_
4-1	PKP004	4	capi[to]	capito	linguistic	none	_	End=7.891	_	_	_	4-6(0)
5-0	PKP006	5	[poi]	poi	linguistic	none	_	Begin=7.706	_	_	_	0-3(0)
5-1	PKP006	5	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
5-2	PKP006	5	gimmi	gimmi	linguistic	none	_	_	_	_	_	_
5-3	PKP006	5	me	me	linguistic	none	_	_	_	_	_	_
5-4	PKP006	5	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-5	PKP006	5	ha	ha	linguistic	none	_	_	_	_	_	_
5-6	PKP006	5	detto	detto	linguistic	none	_	End=9.185	_	_	_	_
6-0	PKP006	6	io	io	linguistic	none	_	Begin=9.225	_	_	_	_
6-1	PKP006	6	le	le	linguistic	none	_	_	_	_	_	_
6-2	PKP006	6	ho	ho	linguistic	none	_	_	_	_	_	_
6-3	PKP006	6	fatto	fatto	linguistic	none	_	_	_	_	_	_
6-4	PKP006	6	le	le	linguistic	none	_	_	_	_	_	_
6-5	PKP006	6	condoglianze	condoglianze	linguistic	none	_	_	_	_	_	_
6-6	PKP006	6	>ho	ho	linguistic	none	_	_	_	Fast=0-2	_	_
6-7	PKP006	6	detto<	detto	linguistic	none	_	_	_	Fast=0-5	_	_
6-8	PKP006	6	ma	ma	linguistic	none	_	_	_	_	_	_
6-9	PKP006	6	che	che	linguistic	none	_	_	_	_	_	_
6-10	PKP006	6	è	è	linguistic	none	_	_	_	_	_	_
6-11	PKP006	6	successo?	successo	linguistic	none	Intonation=Rising	End=12.149	_	_	_	_
7-0	PKP006	7	improvvisamente	improvvisamente	linguistic	none	_	Begin=12.199	_	_	_	_
7-1	PKP006	7	era	era	linguistic	none	_	_	_	_	_	_
7-2	PKP006	7	ammala'	ammala'	linguistic	none	Truncated=Yes	End=14.032	_	_	_	_
8-0	PKP006	8	e	e	linguistic	none	_	Begin=14.62	_	_	_	_
8-1	PKP006	8	lei	lei	linguistic	none	_	_	_	_	_	_
8-2	PKP006	8	dice	dice	linguistic	none	_	_	_	_	_	_
8-3	PKP006	8	a	a	linguistic	none	_	_	_	_	_	_
8-4	PKP006	8	me	me	linguistic	none	_	_	_	_	_	_
8-5	PKP006	8	che	che	linguistic	none	_	_	_	_	_	_
8-6	PKP006	8	mi	mi	linguistic	none	_	_	_	_	_	_
8-7	PKP006	8	considera	considera	linguistic	none	_	_	_	_	_	_
8-8	PKP006	8	una	una	linguistic	none	_	_	_	_	_	_
8-9	PKP006	8	di	di	linguistic	none	_	_	_	_	_	_
8-10	PKP006	8	famiglia	famiglia	linguistic	none	_	_	_	_	_	_
8-11	PKP006	8	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
8-12	PKP006	8	a	a	linguistic	none	_	_	_	_	_	_
8-13	PKP006	8	voi	voi	linguistic	none	_	_	_	_	_	_
8-14	PKP006	8	lo	lo	linguistic	none	_	_	_	_	_	_
8-15	PKP006	8	posso	posso	linguistic	none	_	_	_	_	_	_
8-16	PKP006	8	dir'	dir'	linguistic	none	Truncated=Yes	End=18.491	_	_	_	_
9-0	PKP006	9	e:::h	eh	linguistic	none	_	Begin=19.169|End=19.588	0x3	_	_	_
10-0	PKP006	10	mia	mia	linguistic	none	_	Begin=19.679	_	_	_	_
10-1	PKP006	10	madre	madre	linguistic	none	_	_	_	_	_	_
10-2	PKP006	10	le	le	linguistic	none	_	_	_	_	_	_
10-3	PKP006	10	ha	ha	linguistic	none	_	_	_	_	_	_
10-4	PKP006	10	dato	dato	linguistic	none	_	_	_	_	_	_
10-5	PKP006	10	(u)na	una	linguistic	none	_	_	_	_	0-1(0)	_
10-6	PKP006	10	spinta	spinta	linguistic	none	_	End=21.508	_	_	_	_
11-0	PKP006	11	#l'	l'	linguistic	some	SpaceAfter=No	Begin=21.58	_	_	_	_
11-1	PKP006	11	a	a	linguistic	some	_	_	_	_	_	_
11-2	PKP006	11	dat	dat	linguistic	some	_	_	_	_	_	_
11-3	PKP006	11	c'	c'	linguistic	some	SpaceAfter=No	_	_	_	_	_
11-4	PKP006	11	accett	accett	linguistic	some	_	_	_	_	_	_
11-5	PKP006	11	sach	sach	linguistic	some	_	_	_	Fast=4-5	_	_
11-6	PKP006	11	>m'	m'	linguistic	some	SpaceAfter=No	_	_	Fast=0-2	_	_
11-7	PKP006	11	ha	ha	linguistic	some	_	_	_	Fast=0-2	_	_
11-8	PKP006	11	m'	m'	linguistic	some	SpaceAfter=No	_	_	Fast=0-2	_	_
11-9	PKP006	11	ha<	ha	linguistic	some	_	_	_	_	_	_
11-10	PKP006	11	m'	m'	linguistic	some	SpaceAfter=No	_	_	_	_	_
11-11	PKP006	11	ha	ha	linguistic	some	_	_	_	_	_	_
11-12	PKP006	11	detto	detto	linguistic	some	_	_	_	_	_	_
11-13	PKP006	11	delle	delle	linguistic	some	_	_	_	_	_	_
11-14	PKP006	11	cose	cose	linguistic	some	_	_	_	_	_	_
11-15	PKP006	11	dopo	dopo	linguistic	some	_	_	_	_	_	_
11-16	PKP006	11	di	di	linguistic	some	_	_	_	_	_	_
11-17	PKP006	11	che	che	linguistic	some	_	End=25.06	_	_	_	_
12-0	PKP004	12	addirittu[ra]?	addirittura	linguistic	none	Intonation=Rising	Begin=26.112|End=26.991	_	_	_	9-11(1)
13-0	PKP006	13	[e]:h	eh	linguistic	none	_	Begin=26.717|End=27.112	0x1	_	_	0-1(1)
14-0	PKP006	14	è	è	linguistic	none	_	Begin=27.596	_	_	_	_
14-1	PKP006	14	che	che	linguistic	none	_	_	_	_	_	_
14-2	PKP006	14	loro	loro	linguistic	none	_	_	_	_	_	_
14-3	PKP006	14	so(no)	sono	linguistic	none	_	_	_	_	2-4(0)	_
14-4	PKP006	14	stati	stati	linguistic	none	_	_	_	_	_	_
14-5	PKP006	14	zitti	zitti	linguistic	none	_	End=29.54	_	_	_	_
15-0	PKP006	15	°ah°	ah	linguistic	none	Volume=Low	Begin=29.834|End=30.068	_	_	_	_
16-0	PKP006	16	poi	poi	linguistic	none	_	Begin=30.766	_	_	_	_
16-1	PKP006	16	ha	ha	linguistic	none	_	_	_	_	_	_
16-2	PKP006	16	avuto	avuto	linguistic	none	_	_	_	_	_	_
16-3	PKP006	16	il	il	linguistic	none	_	_	_	_	_	_
16-4	PKP006	16	blocco	blocco	linguistic	none	_	_	_	_	_	_
16-5	PKP006	16	rena(le)	renale	linguistic	none	_	End=32.338	_	_	4-6(0)	_
17-0	PKP006	17	e	e	linguistic	none	_	Begin=34.1	_	_	_	_
17-1	PKP006	17	ho	ho	linguistic	none	_	_	_	_	_	_
17-2	PKP006	17	dett(o)	detto	linguistic	none	_	_	_	_	4-5(0)	_
17-3	PKP006	17	ma	ma	linguistic	none	_	End=34.899	_	_	_	_
18-0	PKP006	18	mo	mo	linguistic	none	_	Begin=35.016	_	_	_	_
18-1	PKP006	18	che	che	linguistic	none	_	_	_	_	_	_
18-2	PKP006	18	sei	sei	linguistic	none	_	_	_	_	_	_
18-3	PKP006	18	andata	andata	linguistic	none	_	_	_	_	_	_
18-4	PKP006	18	per	per	linguistic	none	_	_	_	_	_	_
